nct_id,acronym,brief_title,is_anchor,anchor_label,overall_status,phases,study_type,enrollment,lead_sponsor,sponsor_class,elig_chars,elig_inclusion,elig_exclusion,min_age,sex,n_locations,n_officials,official_names,has_protocol,protocol_url,has_results,conditions,intervention_types,n_interventions,hr_pos,her2_neg,early_adjuvant,metastatic,in_scope,setting,quality_score,bucket
NCT06518837,FITWISE,Tirzepatide for Weight Loss Intervention in Early-Stage Hormone Receptor Positive/HER2 Negative Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,40,"Rutgers, The State University of New Jersey",OTHER,2465,10,8,18 Years,ALL,7,1,"Coral Omene, MD., PhD",False,,False,Hormone Receptor-Positive Breast Cancer|HER2-Negative Breast Cancer,DRUG,1,True,True,True,False,True,early_adjuvant,4.0,demo
NCT06923527,,Circulating Tumor DNA,False,,RECRUITING,PHASE2,INTERVENTIONAL,50,Yale University,OTHER,5346,0,0,18 Years,ALL,7,1,"Mariya Rozenblit, MD",False,,False,ER+ Breast Cancer,DRUG,1,True,True,True,False,True,early_adjuvant,4.0,demo
NCT06930859,ELEGANCE,Non-interventional Study to Assess the Effectiveness and Safety of Ribociclib in the Adjuvant Therapy of Hormone Receptor Positive (HR+) HER2-negative Stage II and III Breast Cancer in Real Clinical Practice in Russia,False,,RECRUITING,,OBSERVATIONAL,2766,Novartis Pharmaceuticals,INDUSTRY,2069,0,0,18 Years,ALL,40,0,,False,,False,Breast Cancer,DRUG,3,True,True,True,False,True,early_adjuvant,4.0,other
NCT07347600,reaINAVO,"A Study to Evaluate the Effectiveness and Safety of Inavolisib in Participants With Endocrine-resistant, PIK3CA-mutated, Hormone Receptor-positive, HER2-negative Locally Advanced or Metastatic Breast Cancer",False,,RECRUITING,,OBSERVATIONAL,500,Hoffmann-La Roche,INDUSTRY,1344,3,3,18 Years,ALL,28,1,Clinical Trials,False,,False,Locally Advanced Breast Cancer|Metastatic Breast Cancer,DRUG,3,True,True,True,True,True,mixed,4.0,other
NCT07492394,,Dalpiciclib With or Without Entinostat and Letrozole in HR+/HER2- Early Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,60,Hebei Medical University Fourth Hospital,OTHER,3467,2,4,18 Years,FEMALE,1,1,Zhenchuan Song,False,,False,Breast Cancer,DRUG,3,True,True,True,False,True,early_adjuvant,4.0,demo
NCT07616453,TAYLOR-002,Efficacy and Safety of Culmerciclib Plus Aromatase Inhibitors in a Response-Adapted Neoadjuvant Strategy for Highly Proliferative ER-Positive/HER2-Negative Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,45,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,3322,0,0,18 Years,FEMALE,1,1,Yiding Chen,False,,False,HR+/HER2- Early Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,4.0,demo
NCT01899079,,A Prospective Observational Study of Clinical Outcomes for the NanoString® Technologies Prosigna Gene Signature Assay,False,,COMPLETED,,OBSERVATIONAL,217,"NanoString Technologies, Inc.",INDUSTRY,1409,5,10,,FEMALE,7,1,"Miguel Martin, M.D., Ph.D.",False,,False,Breast Cancer,,0,True,True,True,False,True,early_adjuvant,3.5,other
NCT02269813,PRIMe,PRospective Study to Measure the Impact of MammaPrint on Adjuvant Treatment in Hormone Receptor-positive HER2-negative Breast Cancer Patients (PRIMe),False,,COMPLETED,,OBSERVATIONAL,452,West German Study Group,OTHER,1094,7,7,18 Years,FEMALE,3,2,"Nadia Harbeck, Prof. Dr.|Ulrike Nitz, Prof. Dr.",False,,False,Breast Cancer,OTHER,3,True,True,True,False,True,early_adjuvant,3.5,other
NCT03904173,EMIT,Establishment of Molecular Profiling for Individual Clinical Routine Treatment Decision in Early Breast Cancer,False,,ACTIVE_NOT_RECRUITING,,OBSERVATIONAL,2300,Oslo University Hospital,OTHER,1381,0,0,18 Years,ALL,5,1,"Bjørn Naume, MD PhD",False,,False,Breast Cancer|Breast Neoplasms|Hormone Receptor Positive Tumor,DIAGNOSTIC_TEST,1,True,True,True,False,True,early_adjuvant,3.5,other
NCT04460430,NEREA,Targeting EGFR/ERBB2 With Neratinib in Hormone Receptor (HR)-Positive/HER2-negative HER2-enriched Advanced/Metastatic Breast Cancer,False,,TERMINATED,PHASE2,INTERVENTIONAL,12,SOLTI Breast Cancer Research Group,OTHER,10138,23,21,18 Years,ALL,15,0,,False,,False,Breast Cancer,DRUG,1,True,True,True,True,True,mixed,3.5,broad
NCT05098210,,"Personalized Neo-Antigen Peptide Vaccine for the Treatment of Stage IIIC-IV Melanoma, Hormone Receptor Positive HER2 Negative Metastatic Refractory Breast Cancer or Stage III-IV Non-Small Cell Lung Cancer",False,,RECRUITING,PHASE1,INTERVENTIONAL,25,Fred Hutchinson Cancer Center,OTHER,15025,38,24,18 Years,ALL,1,1,Joshua Veatch,False,,False,Anatomic Stage IV Breast Cancer AJCC v8|Clinical Stage IV Cutaneous Melanoma AJCC v8|Locally Advanced Cutaneous Melanoma|Locally Advanced Mucosal Melanoma|Metastatic Acral Melanoma|Metastatic Conjunctival Melanoma|Metastatic Cutaneous Melanoma|Metastatic HER2-Negative Breast Carcinoma|Metastatic Hormone Receptor-Positive Breast Carcinoma|Metastatic Lung Non-Small Cell Carcinoma|Metastatic Malignant Solid Neoplasm|Metastatic Mucosal Melanoma|Pathologic Stage IIIC Cutaneous Melanoma AJCC v8|Pathologic Stage IIID Cutaneous Melanoma AJCC v8|Recurrent Cutaneous Melanoma|Recurrent HER2-Negative Breast Carcinoma|Recurrent Hormone Receptor-Positive Breast Carcinoma|Recurrent Lung Non-Small Cell Carcinoma|Recurrent Mucosal Melanoma|Stage III Lung Cancer AJCC v8|Stage IV Lung Cancer AJCC v8|Unresectable Acral Melanoma|Unresectable Cutaneous Melanoma|Unresectable Lung Non-Small Cell Carcinoma|Unresectable Mucosal Melanoma,BIOLOGICAL|DRUG|PROCEDURE,9,True,True,True,True,True,mixed,3.5,other
NCT05878314,,"Impact of Endocrine Therapy, Menstrual Cycle, PAM50, Ki67 on Treatment Decisions in HR+ and HER2- Breast Cancer",False,,RECRUITING,,OBSERVATIONAL,504,University Hospital Tuebingen,OTHER,1307,9,12,18 Years,FEMALE,1,1,"Dominik Dannehl, Dr.",False,,False,Hormone Receptor Positive HER-2 Negative Breast Cancer,,0,True,True,True,False,True,early_adjuvant,3.5,other
NCT05982093,SOLTI-2104,Elacestrant With/Without Triptorelin in Premenopausal Women With Luminal Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,96,SOLTI Breast Cancer Research Group,OTHER,10626,9,22,35 Years,FEMALE,15,0,,False,,False,Breast Cancer|HER2-negative Breast Cancer|Hormone Receptor Positive Tumor|Premenopausal Breast Cancer,DRUG,3,True,True,True,False,True,early_adjuvant,3.5,demo
NCT06050109,,The Benefits of Continued Use of Ovarian Function Suppression After 5 Years,False,,RECRUITING,,OBSERVATIONAL,1200,"Hongmei Zheng, PhD",OTHER,752,7,5,18 Years,FEMALE,1,1,"Hongmei Zheng, Doctor",False,,False,Breast Cancer Female|Endocrine Therapy,DIAGNOSTIC_TEST|DRUG,2,False,True,True,False,False,early_adjuvant,3.5,other
NCT06106477,,Impact of Intermittent Fasting on Biomarkers of Inflammation and Health-Related Quality of Life: A Feasibility Trial for Women With HR+/HER2- Early Breast Cancer,False,,RECRUITING,NA,INTERVENTIONAL,20,Medical College of Wisconsin,OTHER,5824,5,5,18 Years,ALL,1,1,"Sailaja Kamaraju, MD",False,,False,Breast Cancer,BEHAVIORAL,1,True,True,True,False,True,early_adjuvant,3.5,other
NCT06126003,,"Gut and Tumor Microbiome in Patients With Early Stage (II-III), Locally Advanced or Advanced ER-positive and HER2-negative Breast Cancer.",False,,TERMINATED,,OBSERVATIONAL,2,BioCorteX Inc,INDUSTRY,1894,0,1,18 Years,FEMALE,6,1,"Nik Sharma, PhD",False,,False,Breast Cancer,OTHER,1,True,True,False,False,False,unspecified,3.5,other
NCT06139107,,RADIANT: Pre-op Radiation With Abemaciclib and Letrozole,False,,RECRUITING,PHASE1,INTERVENTIONAL,15,"Mridula George, MD",OTHER,2857,11,17,60 Years,FEMALE,4,1,"Mridula A George, MD",False,,False,Breast Cancer,DRUG,2,True,True,False,False,False,unspecified,3.5,other
NCT06222957,HEAT,The Effects of HER2 Receptor Signaling on Human Brown Fat Activity,False,,RECRUITING,,OBSERVATIONAL,30,"Rigshospitalet, Denmark",OTHER,1574,10,10,18 Years,FEMALE,1,1,"Søren Nielsen, MSc., Ph.D.",False,,False,Breast Cancer,OTHER,1,True,True,False,False,False,unspecified,3.5,other
NCT06363812,,Probability of OncotypeDx to Reallocate As Low or High Risk of Recurrence Breast Cancer Patients with Uncertain Biology,False,,COMPLETED,,OBSERVATIONAL,258,Fondazione Sandro Pitigliani,OTHER,726,4,5,18 Years,ALL,1,1,"Laura Biganzoli, MD",False,,False,Breast Cancer,,0,True,True,True,False,True,early_adjuvant,3.5,other
NCT06534125,,Acutherapy to Prevent Aromatase Inhibitor-Associated Arthralgias in Non-Hispanic Black Postmenopausal Women With Early-Stage Breast Cancer,False,,RECRUITING,NA,INTERVENTIONAL,150,Emory University,OTHER,1029,6,8,18 Years,FEMALE,4,1,"Demetria Smith-Graziani, MD,MPH",False,,False,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|Anatomic Stage III Breast Cancer AJCC v8|HER2-Negative Breast Carcinoma|Hormone Receptor-Positive Breast Carcinoma,DEVICE|DRUG|OTHER|PROCEDURE,5,True,True,True,False,True,early_adjuvant,3.5,other
NCT06650423,ONCO-Adher,Adherence to Aromatase Inhibitors ± Abemaciclib Treatment in Patients With Early-stage HER2-negative Breast Cancer,False,,RECRUITING,,OBSERVATIONAL,319,Institute of Oncology Ljubljana,OTHER,741,7,2,18 Years,FEMALE,1,1,"Erika Matos, PhD",False,,False,Early Breast Cancer|Hormone Receptor Positive Tumor|HER2-negative Breast Cancer,,0,True,True,True,False,True,early_adjuvant,3.5,other
NCT06676436,REALNESS,Observational Study on the Treatment of Patients With Metastatic Breast Cancer,False,,COMPLETED,,OBSERVATIONAL,204,AstraZeneca,INDUSTRY,1882,7,2,18 Years,FEMALE,4,0,,False,,False,Cancer,,0,True,True,False,True,False,metastatic,3.5,other
NCT06705504,,A Real-world Study of Effectiveness and Safety in HR+/HER2- Breast Cancer Patients Treated With Ribociclib or Alpelisib,False,,COMPLETED,,OBSERVATIONAL,435,Novartis,INDUSTRY,1249,2,5,18 Years,ALL,1,1,Novartis Pharmaceuticals,False,,False,Hormone Receptor Positive HER-2 Negative Breast Cancer,,0,True,True,False,True,False,metastatic,3.5,other
NCT07054190,,"A Study to Test Inavolisib Treatments in Participants With Early-Stage, PIK3CA-Mutated Breast Cancer",False,,RECRUITING,PHASE2,INTERVENTIONAL,60,Hoffmann-La Roche,INDUSTRY,1385,7,6,18 Years,FEMALE,33,1,Clinical Trials,False,,False,Breast Cancer,DRUG,3,True,True,True,False,True,early_adjuvant,3.5,demo
NCT07151911,ROYAL,Real wOrld studY in the Adjuvant Setting for High Risk earLy Breast Cancer Patients,False,,RECRUITING,,OBSERVATIONAL,100,Azienda Ospedaliero-Universitaria di Modena,OTHER,2557,19,3,18 Years,ALL,1,0,,False,,False,Breast Cancer,DRUG,1,True,True,True,False,True,early_adjuvant,3.5,other
NCT07218432,,A Study of the TheraBionic P1 Device in Breast Cancer,False,,RECRUITING,NA,INTERVENTIONAL,24,Barbara Ann Karmanos Cancer Institute,OTHER,2794,8,8,22 Years,FEMALE,8,1,"Lubina Arjyal, M.D.",False,,False,Breast Cancer Stage I|Breast Cancer Stage II|Breast Cancer Stage IIIA|Hormone Receptor Positive Tumor|HER2-negative Breast Cancer,DEVICE,1,True,True,True,False,True,early_adjuvant,3.5,other
NCT07484087,,Ablation Compare With Surgery for Early Breast Cancer,False,,RECRUITING,NA,INTERVENTIONAL,264,Peking University People's Hospital,OTHER,1453,1,1,50 Years,FEMALE,1,1,"shu wang, doctor",False,,False,Breast Cancer|Early Stage|Hormone Receptor Positive|Ablation,PROCEDURE,2,True,True,True,False,True,early_adjuvant,3.5,other
NCT07541703,,"Independent, External, Blinded Retrospective Validation of an AI-based Prognostic Assay in ER-Positive/HER2-Negative Early Breast Cancer",False,,ACTIVE_NOT_RECRUITING,,OBSERVATIONAL,2200,Spotlight Medical,INDUSTRY,733,5,3,18 Years,FEMALE,1,2,"Michael Gnant, Univ.-Prof. Dr.|Martin Filipits, Assoc.Prof.Univ.-Doz.Mag.Dr.",False,,False,Breast Cancer|Early Breast Cancer|ER-Positive HER2-Negative Breast Cancer,DIAGNOSTIC_TEST,1,True,True,True,False,True,early_adjuvant,3.5,other
NCT04113863,ATRA,Evaluation of ATRA Activity in Combination With Anastrozole in Pre-operative Phase of Operable Early Breast Cancer,False,,TERMINATED,PHASE2,INTERVENTIONAL,76,Mario Negri Institute for Pharmacological Research,OTHER,1734,2,0,18 Years,FEMALE,2,0,,False,,False,Breast Neoplasm Female,DRUG,2,True,True,True,False,True,early_adjuvant,3.0,broad
NCT05150652,,"Neoadjuvant Endocrine Therapy in ER-positive, HER2-negative Early Stage Breast Cancer",False,,ACTIVE_NOT_RECRUITING,PHASE2,INTERVENTIONAL,8,Irada Ibrahim-zada,OTHER,847,5,7,18 Years,FEMALE,1,1,"Irada Ibrahim-zada, MD",False,,False,Breast Cancer|HER2-negative Breast Cancer|Node-negative Breast Cancer|Breast Carcinoma,DRUG,4,True,True,True,False,True,early_adjuvant,3.0,broad
NCT06341894,,Efficacy and Safety of Dalpiciclib With Endocrine Therapy as Adjuvant Treatment in HR+/ HER2- Early Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,1163,The First Affiliated Hospital with Nanjing Medical University,OTHER,1294,7,6,18 Years,FEMALE,1,0,,False,,False,Early Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,3.0,demo
NCT06874933,,Neoadjuvant Chemotherapy in Combination With Anlotinib and Benmelstobart for HR+/HER2- Breast Cancer (NEOTORCH-BREAST03),False,,RECRUITING,PHASE2,INTERVENTIONAL,35,First Affiliated Hospital of Zhejiang University,OTHER,4900,0,3,18 Years,FEMALE,3,0,,False,,False,HR+/HER2- Breast Cancer,DRUG,1,True,True,True,False,True,early_adjuvant,3.0,demo
NCT06914440,,Neoadjuvant SBRT Followed by Nab-Paclitaxel Combined With Toripalimab in HR+/HER2- Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,27,Xijing Hospital,OTHER,5206,0,5,18 Years,FEMALE,2,0,,False,,False,Breast Cancer,DRUG|PROCEDURE|RADIATION,7,True,True,True,False,True,early_adjuvant,3.0,demo
NCT07380646,,the Efficacy of Leucogen in Preventing the Risk of Ribociclib-Associated Neutropenia in Early Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,94,"Second Affiliated Hospital, School of Medicine, Zhejiang University",OTHER,9989,9,11,18 Years,ALL,1,0,,False,,False,Leucogen|Ribociclib|Neutropenia (Low White Blood Cell Count)|Breast Cancer,DRUG,1,True,True,True,False,True,early_adjuvant,3.0,demo
NCT07389408,PRELUDE,"A Prospective, Multicenter Registry to Observe the Treatment Patterns, Clinical Outcomes, and Decision-Making in Patients With Early Breast Cancer Eligible for EndoPredict® Testing",False,,RECRUITING,,OBSERVATIONAL,2000,National and Kapodistrian University of Athens,OTHER,630,7,3,18 Years,ALL,13,0,,False,,False,Breast Cancer|Breast Adenocarcinoma,,0,True,True,True,False,True,early_adjuvant,3.0,other
NCT07631052,,Capecitabine in ER+/HER2-negative Breast Cancer,False,,RECRUITING,PHASE2,INTERVENTIONAL,15,"University Health Network, Toronto",OTHER,3951,18,7,18 Years,ALL,1,0,,False,,False,"ER-positive, HER2-negative Breast Cancer|Breast Cancer Stage I|Breast Cancer Stage II|Breast Cancer Stage III",DRUG,1,True,True,True,False,True,early_adjuvant,3.0,demo
NCT07647016,,Trastuzumab Deruxtecan Plus ivonescImab for Hormone Receptor-positive HER2 Negative Advanced Breast Cancer Study,False,,RECRUITING,PHASE2,INTERVENTIONAL,53,Fudan University,OTHER,6546,8,11,18 Years,ALL,1,0,,False,,False,Breast Cancer,DRUG,1,True,True,True,True,True,mixed,3.0,demo
NCT02823262,,A Breast Cancer Treatment Decision Aid for Women Aged 70 and Older,False,,TERMINATED,NA,INTERVENTIONAL,65,Beth Israel Deaconess Medical Center,OTHER,1494,8,14,70 Years,FEMALE,2,1,"Mara Schonberg, MD MPH",False,,False,Breast Cancer|Estrogen Receptor Positive Breast Cancer|Node-negative Breast Cancer|Human Epidermal Growth Factor 2 Negative Carcinoma of Breast,OTHER,2,True,True,False,False,False,unspecified,2.5,other
NCT03860740,EFIK,Effect of Physical Exercise on Tumor Proliferation of Luminal B Breast Cancer Patients,False,,COMPLETED,,OBSERVATIONAL,12,Spanish Breast Cancer Research Group,OTHER,1449,8,5,18 Years,FEMALE,1,2,Study Director|Study Director,False,,False,Breast Cancer|Luminal B,OTHER,2,True,True,True,False,True,early_adjuvant,2.5,other
NCT03961880,,Impact of Recurrence Score on Adjuvant Treatment Decisions in Breast Cancer Patients,False,,COMPLETED,,OBSERVATIONAL,270,University Hospital Tuebingen,OTHER,852,6,10,18 Years,FEMALE,1,0,,False,,False,Breast Cancer Female,,0,False,True,True,False,False,early_adjuvant,2.5,other
NCT04130152,PROMETEO II,Palbociclib Plus Letrozole in Hormone Receptor Positive Residual Disease After Neoadjuvant Chemotherapy,False,,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,22,SOLTI Breast Cancer Research Group,OTHER,7066,19,7,18 Years,FEMALE,8,0,,False,,False,Breast Cancer,DRUG,2,True,True,True,False,True,early_adjuvant,2.5,other
NCT04142892,ONAWA,Onapristone as Preoperative Treatment for Postmenopausal Women With Hormone Receptor + and HER2- Breast Cancer,False,,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,10,SOLTI Breast Cancer Research Group,OTHER,7287,0,13,18 Years,FEMALE,4,0,,False,,False,Breast Cancer,DRUG,1,True,True,True,False,True,early_adjuvant,2.5,other
NCT04797728,ELIPSE,"Elacestrant in Preoperative Setting, a Window of Opportunity Study",False,,COMPLETED,EARLY_PHASE1,INTERVENTIONAL,23,SOLTI Breast Cancer Research Group,OTHER,7440,0,14,18 Years,FEMALE,4,0,,False,,False,Breast Cancer|Hormone Receptor Positive Breast Carcinoma,DRUG,1,True,True,True,False,True,early_adjuvant,2.5,other
NCT05333328,INTERSTELLAR,OFS in Premenopausal Node+ Breast Cancer With Low Genomic Risk,False,,RECRUITING,PHASE4,INTERVENTIONAL,418,Gangnam Severance Hospital,OTHER,234,5,2,20 Years,FEMALE,2,1,"Sung Gwe Ahn, M.D.,Ph.D.",False,,False,Breast Cancer|Estrogen Receptor Positive Tumor|HER2-negative Breast Cancer|Premenopausal Breast Cancer|Node-positive Breast Cancer,DRUG,1,True,True,True,False,True,early_adjuvant,2.5,other
NCT05736367,,Investigating the Metabolic Pathways in Hormone Receptor Positive/HER2 Negative Breast Cancer,False,,RECRUITING,NA,INTERVENTIONAL,16,"Rutgers, The State University of New Jersey",OTHER,1186,4,4,18 Years,ALL,2,1,"Coral Omene, MD, PhD",False,,False,Breast Cancer,DRUG,1,True,True,False,False,False,unspecified,2.5,other
NCT06484725,OnBRA,Oncotype DX in BRCA-mutated Breast Cancer Patients: Our Experience. A Retrospective Observational Monocentric Study,False,,COMPLETED,,OBSERVATIONAL,250,IRCCS San Raffaele,OTHER,411,3,4,18 Years,FEMALE,1,1,Oreste Davide Gentilini,False,,False,Breast Cancer|Genetic Predisposition,GENETIC,1,True,True,False,False,False,unspecified,2.5,other
NCT06856200,,A Study of Sirolimus (Albumin-Bound) in Combination With Palbociclib and Fulvestrant for the Treatment of Advanced Breast Cancer,False,,RECRUITING,NA,INTERVENTIONAL,36,Fudan University,OTHER,4189,9,9,18 Years,ALL,1,0,,False,,False,"Advanced HR - Positive, HER2 - Negative Breast Cancer|Resistant to (Neo)Adjuvant Endocrine Therapy",DRUG,3,False,True,True,True,False,mixed,2.5,other
NCT07052734,BC-MRS-01,Miti-gene Recurrence Score in HR+/HER2- Chinese Breast Cancer Patients,False,,COMPLETED,,OBSERVATIONAL,2843,Sun Yat-sen University,OTHER,934,0,0,18 Years,ALL,1,0,,False,,False,Breast Cancer,,0,True,True,True,False,True,early_adjuvant,2.5,other
NCT03841266,,Recurrence Risk Evaluation by 21-gene Detection,False,,COMPLETED,,OBSERVATIONAL,220,Xijing Hospital,OTHER,388,0,0,18 Years,FEMALE,1,0,,False,,False,Relationship and Consistency Analysis,DIAGNOSTIC_TEST,1,True,True,True,False,True,early_adjuvant,1.5,other
NCT05488145,,A Feasibility Trial of a Web Based App Intervention in Hormone Positive Breast Cancer Patients to Improve Adherence to Endocrine Therapy,False,,TERMINATED,NA,INTERVENTIONAL,21,Emory University,OTHER,453,5,1,18 Years,ALL,4,1,"Jane L. Meisel, MD",False,,False,Anatomic Stage I Breast Cancer AJCC v8|Anatomic Stage II Breast Cancer AJCC v8|HER2-Negative Breast Carcinoma|Hormone Receptor-Positive Breast Carcinoma,OTHER,4,True,True,True,False,True,early_adjuvant,1.5,other
NCT07379918,SiMoSein,Real-life Evaluation of Endopredict® in Early HR+/HER2- Breast Cancer,False,,RECRUITING,,OBSERVATIONAL,1000,Assistance Publique - Hôpitaux de Paris,OTHER,358,1,1,18 Years,FEMALE,1,0,,False,,False,Breast Cancer (Early Breast Cancer)|Breast Cancer Survivors|Breast Cancer Prognostic|Early Hormone Receptor-positive (HR-positive)|HER2-negative Breast Cancer,OTHER,1,True,True,True,False,True,early_adjuvant,1.5,other
